ssim,mse,psnr
0.6171290915950177,40.974696198278,-16.125157422327604
0.6622794442030563,37.42289937737305,-15.731374318762985
0.6715309871931185,57.96666248811153,-17.631782959767214
0.4963061359455992,171.02507996650712,-22.33059802160494
0.4409645344431092,111.81478064604313,-20.484992161508266
0.5115167771193632,148.28440847801372,-21.710954890732978
0.19131708357471738,404.2396667198523,-26.06638927171128
0.31611079041154355,330.5609943946838,-25.19251606287598
0.6088489520509573,51.29370180133387,-17.10064042678138
0.363227702690267,388.0019470630264,-25.888339049669046
0.3931807381281643,139.9698971849159,-21.460346435909983
0.4974448889663263,114.6723440295648,-20.594586900583298
0.523813968569646,164.27306430276514,-22.15566358421794
0.29866182536281927,198.5982949710999,-22.979755156204828
0.602347879859779,43.781919179454206,-16.41294794938137
0.5185034221033445,70.82634805121782,-18.50194849279784
0.5135860943619821,124.21625324977899,-20.941784254288812
0.6183287561797747,260.596212306495,-24.159680990728706
0.617552894314263,116.90601368113637,-20.678368519775695
0.49049957116532006,248.8400152843934,-23.959202193461163
0.5654335584482223,174.4224802617562,-22.416024578009917
0.5253108694749002,141.3506134489339,-21.50297697628572
0.42991198472512454,286.9577676085699,-24.578179850818678
0.514857034778969,394.1208187873974,-25.95629376366952
0.5373543926006452,336.3651339220073,-25.268109724706022
0.3410697961519713,560.1487201512741,-27.483033480171763
0.407159633858357,76.44839005252344,-18.83368343918811
0.3090099096709846,1828.9504448152177,-32.622019384808674
0.25079807311822244,221.07052132791142,-23.445308353957458
0.4177006544363507,340.6505888400143,-25.323091439865507
0.45760870945136106,149.77468508605983,-21.754384151224908
0.6678387364260133,73.6408585785509,-18.67118843299566
0.30334541427457623,82.87962674468716,-19.18447786524134
0.4332162347668413,161.00255123974688,-22.068327578987162
0.42585361640149094,282.84863409586916,-24.51554085830329
0.3355441727305092,328.61557787475886,-25.16688147123054
0.5132863549016801,228.98931551596561,-23.5981521893067
0.5580163476959549,10.310341455139577,-10.132730483705544
0.5938482790798921,67.80065074672717,-18.312338622204035
0.6099443788055781,122.17392176739,-20.869785148985798
0.43874781098189974,240.65510769887706,-23.813950836402093
0.48794898209265347,102.85931448212926,-20.122436255886043
0.6550518347658524,60.82710774335589,-17.840971667676556
0.7009232136570154,31.493898443480024,-14.982264227101973
0.12488262608520398,293.4911773336749,-24.67595050411941
0.36877770861061193,862.9998524695492,-29.360107214722593
0.5504927851417033,260.19968956287323,-24.15306774081019
0.33902493122289845,380.1454686743592,-25.799498180729362
0.46605173206986705,604.3955036317514,-27.81321224768274
0.4554647744512946,163.1649374691862,-22.126268388562465
0.42519535238509465,232.874179162078,-23.671213371001837
0.4475883638075504,141.21925768767466,-21.498939243164294
0.4565408430095323,154.97678760770333,-21.902666545005193
0.40902917125554517,370.70550400855944,-25.690290342162385
0.3128258400745277,76.02508094057225,-18.8095689119072
0.4315320247858941,198.72024024548665,-22.98242103542914
0.38104851981127263,19.89554258594163,-12.98755787607423
0.49781761462568597,191.30697021932656,-22.817307937212018
0.42268828906497546,314.1987897302363,-24.9720450783797
0.41017289616542685,557.8835971852668,-27.46543592533062
0.3639058548124616,498.60910834903456,-26.97760207720892
0.34425658355763467,56.386619802618405,-17.51176060804514
0.4983944951645341,54.749304005837374,-17.38378602629133
0.49926851769549124,82.20055465426695,-19.14874747983783
0.4797151264803627,121.35772583188536,-20.840674294471224
0.4629754695881786,37.772956870373825,-15.771809827683237
0.5177941427568465,200.85895503605758,-23.028911989556565
0.3451283706573281,203.31502468213975,-23.08169473549208
0.36098603040283317,626.0570623494257,-27.96613919047597
0.6583296451240966,150.00684351509665,-21.761110726093253
0.5371172162761181,91.21925504770897,-19.600865212047406
0.4046491739174936,426.46507298786435,-26.298834687279992
0.37896277015968854,412.98282483982337,-26.159319905610193
0.41951966255694206,112.79222474990937,-20.522791629044693
0.33036110253588635,336.69695590770027,-25.272391899299226
0.3144832287849146,413.82083696418874,-26.168123547461803
0.6055437518377117,26.082425680301636,-14.163479785699353
0.6246448567058125,85.67134903710627,-19.328356056397084
0.40218905326405074,376.37423221630104,-25.75619882583748
0.5844451378390932,103.51233439013438,-20.149921028210365
0.3568446522987834,389.0538151389153,-25.90009678450082
0.5672610130518154,225.68804533631533,-23.535085551700327
0.4952183944734039,223.7900357551713,-23.498407456736402
0.4752789212897728,287.0458246298796,-24.57951233999696
0.2848295581473908,389.30754815286195,-25.902928241891537
0.5691931760941354,87.27829242404815,-19.409062408104894
0.4384388974254279,449.807449947584,-26.530266441728287
0.6563308722425721,140.04162913218784,-21.46257154356663
0.6802077401941716,115.11931455559561,-20.611481950563398
0.26458493513788817,239.44944282102108,-23.7921383081259
0.49150136438773123,197.73933613661222,-22.96093071780829
0.5403859252330839,284.85330884622704,-24.54621268571746
0.3335860595707445,57.115153840050276,-17.567513509072782
0.601840148596265,86.90337136580511,-19.390366249776026
0.353602997703949,265.397404095451,-24.238966706288885
0.35000984077885194,76.0244489913021,-18.80953281155477
0.514565789231583,544.7683592208019,-27.362118753091714
0.3397098607914351,105.39484746650379,-20.228193796472773
0.4587155744180241,297.67621140353776,-24.737441296787285
0.4824833532871408,338.19605768763745,-25.29168540770641
