ssim,mse,psnr
0.24244250210155108,168.04206105240434,-22.254179995631503
0.44254443328717036,117.47562925278154,-20.699477799795506
0.27808901870965586,235.76238837814418,-23.724745224609507
0.15127660318071062,441.0002322159364,-26.44438818152812
0.09551284679254426,243.5596378805589,-23.866053196828958
0.25613836120287947,246.27419289684664,-23.914189044509158
0.047364888229851014,587.3705723975012,-27.689121843292327
0.1005173418237907,616.3505423408069,-27.898277824632753
0.2365823040508227,164.62363735442997,-22.164921931822864
0.10237908357707337,605.9860610661144,-27.824626346090383
0.10012160306520183,310.4512660508288,-24.919934352812696
0.12412759108836312,382.13334437317627,-25.822149352164054
0.1517089073197986,512.0378463821412,-27.093020622794874
0.07875396325496281,425.4910915472977,-26.288904717476292
0.31976549278670535,118.14828149698782,-20.724274090678108
0.21309605966136053,175.70495299097362,-22.447840041038898
0.18583724658412998,370.32595217106825,-25.685841481546316
0.19165271724981212,734.1447965481086,-28.657817249570037
0.239751783300888,310.0425895406404,-24.9142135555051
0.1488005943254295,647.8904227461734,-28.115015601595097
0.21058866325061687,734.6656667123648,-28.660897443417575
0.21460684551139977,342.1034955759744,-25.341575117810894
0.1585657768826992,578.104339445447,-27.620062293476792
0.19415810607219827,877.8172261791209,-29.43404099134986
0.19046545697117187,850.5977990301743,-29.29724254617968
0.08904892255661524,1033.1474168852403,-30.14162294193385
0.07658769370550744,198.51511851267026,-22.977935873540382
0.08787587687740404,2468.060928779382,-33.92355876879053
0.10036846017912177,400.85535590997705,-26.029876906691168
0.07879143021766395,680.4660208626076,-28.32806443543309
0.14220402308990024,359.2979731416371,-25.55454767285681
0.30190768621387515,266.45942234463456,-24.25631082054619
0.113735363917754,264.66438878148153,-24.226955098841714
0.15037642985643204,289.30846184614364,-24.613611363073097
0.1458476450341374,555.3746483542795,-27.445860512674386
0.06658063606162204,711.63669855552,-28.52258336220761
0.18830776577493583,531.0540798327295,-27.251387496634273
0.3850364883473484,33.24319220767869,-15.217027206359802
0.22042117050221233,166.2158799779628,-22.20672513174611
0.2392999153626843,307.1606938519556,-24.87365639955266
0.12310869928999547,457.23270277006105,-26.60137284988028
0.2235839847745122,237.94631609179382,-23.764789853970555
0.45776376344342234,210.15477596008674,-23.225392641941447
0.2518278164967905,208.09083939907333,-23.182529620665004
0.021946288392220945,463.80225117714815,-26.663328522610897
0.0055780874092306075,1865.6560693494428,-32.70831585310456
0.14281782383448033,787.142695188155,-28.960534694813965
0.12383282764520956,762.9818989486222,-28.825142348356422
0.17077578658487902,1166.8069947311005,-30.669990239498787
0.20632140629128465,335.3339393678286,-25.2547751088255
0.14990977141935855,531.5717791623412,-27.255619164403704
0.1500368152761984,239.14528439695283,-23.786618216262415
0.08700957126923811,438.76362524995557,-26.422306161496437
0.1183518730810112,785.4581204156034,-28.951230339879828
0.19581135531788807,146.31114273941532,-21.652774023109842
0.08670229566859865,363.32395946154134,-25.602940384320355
0.3147094816929457,46.406509748771064,-16.665789061943027
0.19626301242835711,372.6118250627492,-25.71256633378284
0.14698706232546271,610.1365860516204,-27.854270676803708
0.10773195780695839,1116.6559121340274,-30.479193696395658
0.08074394170539502,946.3633817703394,-29.76057927517223
0.14081278552425422,97.51675920328645,-19.890792598425175
0.26020532758172155,210.25266418049736,-23.227415075926995
0.15970814753505785,199.15496119809484,-22.991911296964833
0.1732676023857774,280.6300373113627,-24.48134154006709
0.16307931134688272,154.30292843487445,-21.88374168390031
0.12984563406209118,660.1800531864076,-28.196623983312467
0.13670744995801687,507.24858549659837,-27.05220844642045
0.09448903744706019,1008.2591224225592,-30.035721600621073
0.24971954489992879,462.13416173519767,-26.64768073484545
0.22812210426058022,238.93511998535283,-23.78279989410182
0.16162028341267556,759.7042040099054,-28.806445296861753
0.0855895878443752,757.6876246522738,-28.794901939550904
0.10419097666239022,267.0210146558887,-24.265454418512817
0.05062427153920054,718.6867810839569,-28.565396568852847
0.08845878350828716,652.2751967233017,-28.14430864447666
0.16737845949595448,104.74500485293208,-20.2013332121796
0.28648556019065663,260.4009087701765,-24.15642495538183
0.07629603022619152,903.3091475735096,-29.55836408240373
0.20214080427255954,356.8160837439804,-25.524444222843204
0.11179036711619877,634.4004603718481,-28.02363489468565
0.2757638622680198,817.7303268138348,-29.126101045439242
0.16838968846171776,509.0254010681747,-27.067394547699482
0.12776187915338344,680.8445087355335,-28.330479390659555
0.06122497868802756,598.3631852307773,-27.769648653661527
0.26313792154768345,317.6417903772786,-25.01937635242127
0.12303476656200288,1089.252120385121,-30.371284140249696
0.30353737831668215,443.54602160515356,-26.469386881862917
0.2992215363525699,420.0601605872789,-26.233114940646228
0.04692062582755951,408.3280130223829,-26.110091753766262
0.14247877527268768,587.1334908343683,-27.68736853788877
0.08033989128403227,911.4627247928458,-29.597389124338967
0.18022726816149193,177.05096604596534,-22.48098300748394
0.21068446933847035,332.54321457030903,-25.218480906313424
0.11786944570684611,442.8258742050487,-26.462329886659933
0.14346267853944084,392.0728367021843,-25.933667548760976
0.13420259563745507,1752.9006144999398,-32.43757293276998
0.11995198114371623,305.6990439163629,-24.852940804581888
0.1908831284832145,732.2119652616493,-28.64636821519905
0.09723667835206948,1009.6182267223538,-30.041571823254642
