ssim,mse,psnr
0.5816974113503722,41.909253860404085,-16.22309928855944
0.6502074719367974,38.45637578200066,-15.849683529122462
0.6470826802711511,56.78217699834479,-17.542120391275603
0.49525033977796296,172.97377632007422,-22.379802669279716
0.43868282366064854,120.77291850260536,-20.819695612434465
0.4805917078748453,162.79476999566262,-22.116404484738894
0.2134244122645699,393.8697927451205,-25.95352674520338
0.32450517676792057,327.3926936580534,-25.15068983141296
0.5973953571263668,56.06269959944877,-17.486740066050658
0.3500943729935089,403.5658083368658,-26.05914364007758
0.4200774712793254,138.37816039714298,-21.410675527837334
0.47470408695814115,114.40796767034502,-20.58456270914776
0.5091460817724386,164.58568822586804,-22.163920678460954
0.29186032913593996,193.14187335394163,-22.85876439471317
0.6032933752368775,45.700967408313446,-16.59925393410013
0.5355957892559007,67.36148711674359,-18.284116663696597
0.505941661042534,130.53615131636434,-21.157308039574318
0.5555592423833097,256.7210461923899,-24.094614739326335
0.605417604185445,119.75686201117732,-20.783004076666202
0.4868574473115855,258.94172714895245,-24.132020404322965
0.5542365642159367,169.2017015450776,-22.284047261257133
0.5409320033900022,135.19226061792926,-21.309518301623207
0.4417092714764276,277.8205932193242,-24.437644343103205
0.487236395244228,379.2537936197598,-25.78929933664142
0.5257545087838414,341.17309081175205,-25.3297476993737
0.3497949892541427,543.366117122986,-27.35092553468498
0.373040425394339,90.62373593186582,-19.57241961850563
0.31919265424809845,1680.4793094033957,-32.25433169666401
0.25629950407159924,223.81642923748873,-23.498919627343327
0.4205638324242839,344.7137748012273,-25.37458638211062
0.44877688027856255,146.53260802346378,-21.65934279358085
0.6533945857527932,75.31737215188409,-18.768951589303246
0.3194494889963573,64.8276236061652,-18.117601019107067
0.43522554247777834,159.09283774685397,-22.016506284395724
0.42112221829257107,286.5481063143028,-24.571975427188555
0.32901519129447054,324.58240857542273,-25.11324978627465
0.4961741352750937,222.66512407565315,-23.476521990384327
0.5563186244664033,10.923317353536717,-10.383545513307723
0.5415387483282621,68.25435901597507,-18.34130392505945
0.6121727253555956,122.85829022719241,-20.894044671119634
0.4617692279291916,238.1657592360229,-23.76879323713672
0.4674349046172318,108.14560519318248,-20.34008875331921
0.6134461113145535,60.23931960551422,-17.798800579263848
0.533436637976532,33.39486715072916,-15.23679720122358
0.14047487113231485,278.34051089600047,-24.445764200537656
0.3557339851478136,830.8800063407568,-29.195383085652452
0.541185913498456,254.47157599831425,-24.05639279496029
0.34624853808790546,377.4470513337879,-25.76856036954908
0.4744799266907636,600.5932868338715,-27.78580473538454
0.4631583185867206,156.6393458156191,-21.949008606869732
0.4220030254319142,236.723875952553,-23.74242063047411
0.41322119343487035,140.4087180575278,-21.473940742234948
0.43611518105141117,187.7403630753306,-22.735576534225615
0.41158447482818167,374.1391365843985,-25.730331396701217
0.3210648041062696,76.54542987502272,-18.839192663692444
0.41289981017462557,205.95036192127614,-23.13762559488722
0.3731217266207744,20.92334015494511,-13.206310155235863
0.5116940493249833,187.1963929611751,-22.722974761747892
0.4522887519072552,301.31921980581683,-24.79026834260125
0.42039243072032034,558.2349059606502,-27.468169890715153
0.33976986158736916,512.661017929731,-27.098302955140277
0.3724972477842674,54.30086935146447,-17.34806782655542
0.47400096025041993,59.04667606586492,-17.711954547542096
0.5038300577607858,80.27563937387862,-19.045837732910663
0.4743540806098257,123.96814866356826,-20.933101155126312
0.42555017795869005,39.69930219986135,-15.987828731758844
0.49948873377945324,209.1506546516305,-23.20459228281439
0.3218896960237599,202.0457348674352,-23.05449687032622
0.3834571686363185,610.5629326789128,-27.857304347126323
0.6875336360182306,133.53312283813042,-21.25589005637467
0.5519620748036398,83.71018487174442,-19.227783010578122
0.4127270516755568,430.99176787515233,-26.344689750318707
0.39610391743684303,399.5693482497144,-26.015921652481712
0.34161867601927404,123.93279134013704,-20.931862314276017
0.33545361520181305,324.9028659975178,-25.117535423127183
0.30942913980317754,420.5781118764621,-26.238466669745897
0.3803546792663692,26.05088106471622,-14.15822416122059
0.6208973031409297,86.94559415080012,-19.392475796167627
0.4152266876790041,351.27888095319094,-25.456520405942015
0.5844177281320229,105.98161365433579,-20.252305277074537
0.3608403038416695,392.024082730128,-25.93312747315202
0.5528924685294127,219.58557136261504,-23.41603799878842
0.5152745665771201,216.3669461244957,-23.35190915343127
0.4882872104885073,274.6983033692738,-24.388559770775053
0.31849701846268047,374.1842052982978,-25.730854515323372
0.5589991158178129,83.31925124766353,-19.20745358485632
0.40855034877348445,475.55086237614927,-26.771969735720276
0.6466162000320936,130.95364594589003,-21.171175943392488
0.6835803826178688,114.05768247154964,-20.571245429457115
0.25954727849167586,235.5901600171569,-23.721571471528616
0.4805011754963916,194.89242671249622,-22.89794963279366
0.6042569631711526,226.80253105870503,-23.556478968641468
0.3440922049942206,57.17498575118112,-17.572060650464437
0.555654242054836,97.58770550011947,-19.89395106910712
0.3780292578485431,248.57051450412743,-23.954496112420184
0.3436986949671509,75.31802985772848,-18.768989513724083
0.512160411167117,573.1313641473587,-27.58254175520067
0.34069937109975007,103.74065900096844,-20.159490024735977
0.4804917626941859,269.9143378511983,-24.31225954894678
0.4709813021349394,349.0515708049462,-25.428895967626527
