dataset,scale,model,num,rgb_psnr_min,rgb_psnr_avg,rgb_psnr_max,rgb_mse_min,rgb_mse_avg,rgb_mse_max,y_psnr_min,y_psnr_avg,y_psnr_max,y_mse_min,y_mse_avg,y_mse_max,ssim_min,ssim_avg,ssim_max,uqi_min,uqi_avg,uqi_max,entropy_perc_min,entropy_perc_avg,entropy_perc_max,brisque_perc_min,brisque_perc_avg,brisque_perc_max,brisque_perc_y_min,brisque_perc_y_avg,brisque_perc_y_max,hr_entropy_min,hr_entropy_avg,hr_entropy_max,up_entropy_min,up_entropy_avg,up_entropy_max,hr_brisque_min,hr_brisque_avg,hr_brisque_max,up_brisque_min,up_brisque_avg,up_brisque_max,hr_y_brisque_min,hr_y_brisque_avg,hr_y_brisque_max,up_y_brisque_min,up_y_brisque_avg,up_y_brisque_max
Set14,3,SelfExSR,14,21.39283481,27.366323580000003,31.34086016,47.75230552,153.9468681335714,471.8423081,22.07776721,27.824207984285714,32.44841195,37.00318998,142.48427032714287,402.9986948,0.623950274,0.8265196085714285,0.946005355,0.963835075,0.9844892399285714,0.999034939,-0.016341019,0.07188833635714287,0.358734904,-9.95633599,1.1708274847142857,7.666495314,-0.307703401,-0.06244429735714286,0.125034086,5.206858663,5.206858663,5.206858663,5.570258481,5.570258481,5.570258481,-6.66090877,-6.66090877,-6.66090877,27.19426566,27.19426566,27.19426566,99.74105578,99.74105578,99.74105578,92.7241298,92.7241298,92.7241298
Set14,3,FSRCNN,14,21.343778,27.013813044285715,31.18093925,49.54347171,163.75737282142856,477.2023357,22.11051797,27.563661072142857,32.22983403,38.91320101,148.09168123857145,399.9710551,0.627522966,0.8203821657142857,0.943504985,0.958974909,0.9814541037142857,0.998810013,-0.01711035,0.07903395885714286,0.359867772,-7.473985846,0.9548379911428571,5.892968928,-0.901726305,-0.13614302478571427,0.133214087,5.206858663,5.206858663,5.206858663,6.073185204,6.073185204,6.073185204,-6.66090877,-6.66090877,-6.66090877,17.87459359,17.87459359,17.87459359,99.74105578,99.74105578,99.74105578,15.31546402,15.31546402,15.31546402
Set14,4,bicubic,14,20.25340129,24.247179037857137,28.9291653,83.2077601,295.55186738000003,613.3950007,20.41706596,24.54461096,30.33285434,60.2275126,279.0169589228572,590.7092406,0.456511892,0.700202429,0.879830533,0.941084971,0.9736361099285713,0.997137993,-0.034035118,0.06982056792857143,0.355343128,,,,,,,5.199123239,5.199123239,5.199123239,5.734424382,5.734424382,5.734424382,,,,,,,,,,,,
Set14,4,glasner,14,20.29193921,24.586764233571433,28.76263435,86.46033746,276.3074957471428,607.9760056,20.81619208,24.968294056428572,30.12720133,63.14809126,257.61821178571427,538.8416443,0.471012685,0.7168798269285714,0.893036839,0.947997626,0.9739837711428571,0.997333366,-0.029900509,0.07039482064285714,0.358843847,,,,,,,5.199123239,5.199123239,5.199123239,5.76108173,5.76108173,5.76108173,,,,,,,,,,,,
Set14,4,nearest,14,19.20354042,22.982308965000005,27.81638009,107.5083885,384.06228416428576,781.1353974,19.44757086,23.237274549999995,28.99134219,82.02498162,364.10442898714285,738.4537074,0.437856792,0.6590224172142858,0.826339531,0.932676225,0.9685382804285715,0.995375235,-0.031005991,0.066529912,0.355213946,,,,,,,5.199123239,5.199123239,5.199123239,5.543750959,5.543750959,5.543750959,,,,,,,,,,,,
Set14,4,SRCNN,14,20.48060639,25.160930931428574,29.32857174,75.8967514,242.19369578714287,582.1296528,21.1600589,25.595818919285712,30.87640105,53.14228891,222.9039062814286,497.8224417,0.506696989,0.7406532079285715,0.908565048,0.950063526,0.9761647197857142,0.997935297,-0.029565953,0.06817001278571429,0.359395696,,,,,,,5.199123239,5.199123239,5.199123239,5.772256245,5.772256245,5.772256245,,,,,,,,,,,,
Set14,4,ScSR,14,20.41783305,24.631266609285714,29.15548035,78.9827636,271.7745439371429,590.6049139,20.79621566,24.979988432142857,30.67068918,55.72004306,254.11878333785717,541.3258849,0.491786597,0.7240698446428572,0.890178679,0.9448319,0.9743588408571427,0.997461179,-0.03048114,0.06781572657142858,0.358769118,,,,,,,5.199123239,5.199123239,5.199123239,5.780852376,5.780852376,5.780852376,,,,,,,,,,,,
Set14,4,SelfExSR,14,20.55942536,25.62555118642857,29.61799371,71.00370153,222.50395686999997,571.6600264,21.17555775,26.013817452142856,31.11550438,50.29559179,208.0070640535714,496.0490083,0.517154631,0.7558372697142856,0.913423372,0.954144335,0.9788783074285714,0.998469221,-0.024472645,0.07343482107142855,0.35844368,,,,,,,5.199123239,5.199123239,5.199123239,5.715376712,5.715376712,5.715376712,,,,,,,,,,,,
Set14,4,FSRCNN,14,20.53395561,25.42825178714285,29.45312705,73.75095622,230.07099678000006,575.0224486,21.22523973,25.91246333571429,30.97550365,51.94335486,210.29605522714286,490.4066917,0.520010516,0.7487553837142855,0.914723062,0.948861171,0.9757374615000002,0.998153855,-0.025693225,0.08317364428571428,0.359762153,,,,,,,5.199123239,5.199123239,5.199123239,6.434541149,6.434541149,6.434541149,,,,,,,,,,,,
Set14,4,RRDBESRGAN,14,18.58038889,24.335753757857145,30.35415539,59.93283505,328.6869210057143,901.6572347,18.95392398,24.814773215714286,30.70150678,55.32605235,306.61445965,827.3475083,0.370052208,0.6994521513571428,0.939476735,0.927879664,0.970256272357143,0.998173357,-0.004093104,0.07517362042857144,0.364814441,,,,,,,5.199123239,5.199123239,5.199123239,5.402554454,5.402554454,5.402554454,,,,,,,,,,,,
Set14,4,RRDBPSNR,14,21.0218647,26.925381662142858,32.56618335,36.01322598,172.62539888285713,513.9180736,21.68542639,27.40366582928572,32.68650265,35.02919006,159.68318717857144,441.100675,0.56173655,0.7921282802857142,0.961381607,0.959007502,0.9826389976428571,0.99884199,-0.02298686,0.06578168764285715,0.356613444,,,,,,,5.199123239,5.199123239,5.199123239,5.364832857,5.364832857,5.364832857,,,,,,,,,,,,
Set14,4,FSRCNNT1,14,19.60537246,23.41065658571429,28.12266688,100.1875306,348.8105287428571,712.1034909,19.7534523,23.670704894285716,29.25774833,77.14459935,331.67798793928574,688.2324261,0.451827589,0.6801612507857143,0.857358944,0.928960677,0.9655100600714286,0.994781698,-0.030228307,0.08204774442857143,0.358632238,,,,,,,5.199123239,5.199123239,5.199123239,6.431609707,6.431609707,6.431609707,,,,,,,,,,,,
Set14,4,FSRCNNT2,14,11.61370769,14.99352605,20.98344876,518.4841507,2372.50583105,4484.454185,11.63689556,15.042101211428573,21.21200448,491.9034998,2356.3527999857142,4460.574574,0.102470023,0.26647742721428574,0.465506426,0.764097213,0.8440182564285712,0.922816183,-0.038156823,0.08504326185714285,0.375012528,,,,,,,5.199123239,5.199123239,5.199123239,6.265226849,6.265226849,6.265226849,,,,,,,,,,,,
Urban100,2,bicubic,100,17.38948212,25.2138468692,34.13507984,25.09414348,246.33452646019998,1186.129613,17.38948212,25.329833515199997,34.35446351,23.85799865,241.44812086759998,1186.129613,0.61966859,0.84642121149,0.955914616,0.928247975,0.98317250965,0.99907551,-0.031046393,-0.00010728592000000009,0.070995738,-141.4807399,1.7600091462299998,133.2375413,-0.379198632,0.08948701999850002,1.2412321,6.012616427,6.012616427,6.012616427,6.046850619,6.046850619,6.046850619,-12.26290765,-12.26290765,-12.26290765,0.895750402,0.895750402,0.895750402,39.54426964,39.54426964,39.54426964,41.82423389,41.82423389,41.82423389
Urban100,2,glasner,100,17.33024881,26.3105221918,34.37840721,23.72682568,198.00227861100004,1202.418031,17.33024881,26.509594188099996,34.79047309,21.5790863,191.73847391699996,1202.418031,0.694070881,0.8754063957699999,0.979850402,0.900141538,0.9835634060299999,0.999042607,-0.050124423,-0.0015509373100000001,0.038824003,-96.67673264,0.9485625586,130.2863909,-0.464301471,0.08033286733740003,1.431411391,6.012616427,6.012616427,6.012616427,6.024371107,6.024371107,6.024371107,-12.26290765,-12.26290765,-12.26290765,-7.32015505,-7.32015505,-7.32015505,39.54426964,39.54426964,39.54426964,57.23175668,57.23175668,57.23175668
Urban100,2,nearest,100,16.59405008,23.848849874499997,32.16712083,39.47919403,328.2521162002,1424.542311,16.59405008,23.977316440899997,32.47684687,36.7617074,320.8801728801,1424.542311,0.625960556,0.82427979643,0.939002944,0.923551788,0.97915079269,0.998629437,-0.026473102,-0.0011723496999999999,0.047414668,-16.80373387,0.6296866901600001,27.66383746,-0.354455898,0.06552621004669999,1.849723697,6.012616427,6.012616427,6.012616427,6.017337321,6.017337321,6.017337321,-12.26290765,-12.26290765,-12.26290765,-2.607642384,-2.607642384,-2.607642384,39.54426964,39.54426964,39.54426964,66.5835439,66.5835439,66.5835439
Urban100,2,SRCNN,100,18.69541451,27.023353718,35.7064101,17.47589194,168.0095750869,878.0897537,18.69541451,27.2818353715,36.12011101,15.88800103,161.0611094877,878.0897537,0.720803917,0.8949296948799998,0.977698546,0.896920469,0.98599745657,0.999228889,-0.042426225,-4.136997999999977e-05,0.033864669,-100.1192949,0.9855327143600001,100.5036816,-0.335742865,0.09301918966730001,1.241275987,6.012616427,6.012616427,6.012616427,6.094893705,6.094893705,6.094893705,-12.26290765,-12.26290765,-12.26290765,11.5623643,11.5623643,11.5623643,39.54426964,39.54426964,39.54426964,68.18025282,68.18025282,68.18025282
Urban100,2,A+,100,16.83074778,22.0892104416,31.60796201,44.90391008,464.6831755044001,1348.980224,16.83074802,22.088532194399995,31.72855102,43.67423024,464.97905480719993,1348.98015,0.721891742,0.88925206519,0.980375806,0.949549351,0.98623434797,0.998052209,-0.022977968,-0.00232364013,0.029980783,-129.9284745,1.210196083954,127.8213593,-0.388889624,0.0885970836000001,2.341004205,6.012616427,6.012616427,6.012616427,6.006345696,6.006345696,6.006345696,-12.26290765,-12.26290765,-12.26290765,9.658495505,9.658495505,9.658495505,39.54426964,39.54426964,39.54426964,41.76098656,41.76098656,41.76098656
Urban100,2,ScSR,100,18.12942199,26.685229115699993,35.41447008,18.69103511,181.64887129279995,1000.318179,18.12942199,26.903417446199995,35.79387074,17.12747283,175.47163458230003,1000.318179,0.697631579,0.88692301565,0.982464069,0.918558222,0.9859468137999999,0.999205416,-0.052575838,-0.0015581373199999998,0.04334907,-148.8949766,1.5142507087400006,148.77893,-0.357534369,0.096654706275,1.241643923,6.012616427,6.012616427,6.012616427,6.071637915,6.071637915,6.071637915,-12.26290765,-12.26290765,-12.26290765,2.405859899,2.405859899,2.405859899,39.54426964,39.54426964,39.54426964,51.48201615,51.48201615,51.48201615
Urban100,2,SelfExSR,100,19.28586983,27.918011983699998,37.11599216,12.6322626,139.7587037854,766.4668523,19.28586983,28.05558647280001,37.49722529,11.57065201,136.54954988449998,766.4668523,0.743882128,0.9075139433499997,0.989007285,0.953668761,0.98935923604,0.999449743,-0.015726392,0.0007270872,0.043992174,-93.69014913,1.4720067110700001,128.0184463,-0.40954345,0.0863359885116,1.733336263,6.012616427,6.012616427,6.012616427,6.059512232,6.059512232,6.059512232,-12.26290765,-12.26290765,-12.26290765,3.145907497,3.145907497,3.145907497,39.54426964,39.54426964,39.54426964,59.07751556,59.07751556,59.07751556
Urban100,2,FSRCNN,100,18.67336055,27.726794842400004,36.10049591,15.95992218,147.5611448331,882.5601336,18.67336339,28.0386792252,36.95492055,13.10956573,140.6143618544,882.5595565,0.734532982,0.90703511281,0.986378705,0.900840322,0.9866889326699999,0.999078336,-0.013329853,0.0013485369900000004,0.041195365,-78.54006529,0.7538221307200001,84.72829579,-0.44139924,0.11856350479670001,2.941026131,6.012616427,6.012616427,6.012616427,6.064759925,6.064759925,6.064759925,-12.26290765,-12.26290765,-12.26290765,-1.927006571,-1.927006571,-1.927006571,39.54426964,39.54426964,39.54426964,52.45467635,52.45467635,52.45467635
Urban100,4,bicubic,100,14.61180484,21.7010391854,31.27299049,48.50441951,563.2208414739999,2248.536164,14.61180484,21.811910141200002,31.43684841,46.70845689,552.1114530536,2248.536164,0.286619054,0.6560562886300001,0.908885388,0.83119792,0.95776720618,0.997982912,-0.050571894,-0.0006255465800000001,0.088286733,,,,,,,6.043049784,6.043049784,6.043049784,6.05200273,6.05200273,6.05200273,,,,,,,,,,,,
Urban100,4,glasner,100,14.20092451,22.0997897849,31.00006037,51.65047549,523.1951699530999,2471.655336,14.20092451,22.243041511499996,31.13167353,50.10868527,510.4772012971,2471.655336,0.346193447,0.6741387355900001,0.927141481,0.80364818,0.95657832704,0.997765263,-0.065502411,-0.00216943835,0.067975741,,,,,,,6.043049784,6.043049784,6.043049784,6.019982923,6.019982923,6.019982923,,,,,,,,,,,,
Urban100,4,nearest,100,13.93919868,20.733197928000003,29.79681689,68.13945762,681.5120795497999,2625.188501,13.93919868,20.8517266691,30.0353625,64.49768265,667.0478918590001,2625.188501,0.288116256,0.62275445358,0.883119466,0.819262783,0.9513105981900002,0.997329915,-0.046869954,-0.0017499424500000008,0.075579036,,,,,,,6.043049784,6.043049784,6.043049784,6.017337321,6.017337321,6.017337321,,,,,,,,,,,,
Urban100,4,SRCNN,100,15.61212788,22.625693502699995,32.1383793,39.74133306,464.882735235,1785.942914,15.61212788,22.7992780039,32.37130993,37.66598834,451.6005899972,1785.942914,0.357289119,0.7041770709399999,0.918601317,0.821251045,0.96240085632,0.998190888,-0.064958749,-0.0007557845399999999,0.084357445,,,,,,,6.043049784,6.043049784,6.043049784,6.101335443,6.101335443,6.101335443,,,,,,,,,,,,
Urban100,4,ScSR,100,15.16139763,22.510454654,32.03048609,40.74100633,481.243638907,1981.256013,15.16139763,22.6773962437,32.27296411,38.52866397,468.3013084351,1981.256013,0.35128435,0.7030335042300002,0.937111419,0.847580734,0.96254752301,0.998158339,-0.07176024,-0.0014272129199999995,0.08649194,,,,,,,6.043049784,6.043049784,6.043049784,6.069118618,6.069118618,6.069118618,,,,,,,,,,,,
Urban100,4,A+,100,14.35256218,20.101466134699997,29.856485,67.2096852,749.828988374,2386.844592,14.35256258,20.1000598312,29.9436085,65.87483054,750.2253515973998,2386.844373,0.378635982,0.7114620157,0.941815528,0.867871641,0.9615285604499999,0.995051536,-0.042439439,-0.0030646451799999997,0.057319728,,,,,,,6.043049784,6.043049784,6.043049784,6.00177949,6.00177949,6.00177949,,,,,,,,,,,,
Urban100,4,SelfExSR,100,16.13368457,23.372870428400002,33.37225234,29.91266635,403.93000139629993,1583.842176,16.13368457,23.499275162300005,33.69932388,27.74265194,395.043981459,1583.842176,0.401132292,0.7404620867299999,0.957924442,0.88202379,0.9683303494800001,0.998575797,-0.036673765,0.0007234607500000002,0.084488462,,,,,,,6.043049784,6.043049784,6.043049784,6.066633547,6.066633547,6.066633547,,,,,,,,,,,,
Urban100,4,FSRCNN,100,15.71345502,22.923621324800003,32.24543718,38.77364616,441.2467968834,1744.756635,15.71345391,23.112283027300006,32.45830405,36.91900226,427.81908716230015,1744.757082,0.384028133,0.71738877013,0.923688603,0.674680097,0.95596720339,0.99799564,-0.034267877,0.0040214121400000006,0.092054912,,,,,,,6.043049784,6.043049784,6.043049784,6.599342202,6.599342202,6.599342202,,,,,,,,,,,,
Urban100,4,RRDBESRGAN,100,15.0377882,22.786104328799993,35.58783921,17.9595909,498.92418466820004,2038.456935,15.06474938,23.035092812800002,36.33002885,15.13831284,481.36751826849996,2025.841309,0.376888239,0.7339271657499999,0.965013798,0.81580914,0.9594127792300001,0.998389254,-0.012070586,0.0006271343,0.018958859,,,,,,,6.043049784,6.043049784,6.043049784,6.084984955,6.084984955,6.084984955,,,,,,,,,,,,
Urban100,4,RRDBPSNR,100,17.27592092,25.486947034600004,38.55247816,9.074705595,269.94469078454995,1217.554105,17.27776345,25.692069932700004,39.00157715,8.1831902,261.74734586372006,1217.037657,0.514719167,0.8164673490199997,0.980992035,0.883824225,0.97608053024,0.998942497,-0.033446601,-0.00228907668,0.043883585,,,,,,,6.043049784,6.043049784,6.043049784,6.018352819,6.018352819,6.018352819,,,,,,,,,,,,
Urban100,4,FSRCNNT1,100,14.32638958,21.0246055386,30.06032445,64.12803258,645.8317060058001,2401.272255,14.32639088,21.121456734,30.21589639,61.87151092,634.2542089429,2401.271536,0.282203836,0.6380830360599999,0.891212081,0.667991592,0.9405865607800001,0.996979567,-0.040927215,0.0031595551200000005,0.092167987,,,,,,,6.043049784,6.043049784,6.043049784,6.23858278,6.23858278,6.23858278,,,,,,,,,,,,
Urban100,4,FSRCNNT2,100,7.160517882,13.43279440115,20.2819087,609.3818167,3433.3449969370013,12503.41289,7.144629366,13.439878428059998,20.30952931,605.5185191,3427.840404772,12549.23998,-0.005148152,0.24814950123,0.615825399,0.465643992,0.8009098516400001,0.97321231,-0.121120467,-0.014409062719999999,0.05046333,,,,,,,6.043049784,6.043049784,6.043049784,6.096864408,6.096864408,6.096864408,,,,,,,,,,,,
BSD100,2,bicubic,100,20.58056258,28.236314368200002,38.31697734,9.580377604,131.37821868584,568.884503,20.56421767,28.239642083400003,38.35702436,9.492441406,131.49965169256,571.0295638,0.540780919,0.8471949474800001,0.980464577,0.944036762,0.98961858753,0.999156648,-0.058776297,-0.005306836649999999,0.041744041,-205.394148,1.9194194491299994,77.64144193,-0.934906419,0.010620105739999998,0.428817632,5.029664212,5.029664212,5.029664212,5.053835016,5.053835016,5.053835016,-14.83339578,-14.83339578,-14.83339578,17.03786071,17.03786071,17.03786071,62.34739615,62.34739615,62.34739615,4.47956938,4.47956938,4.47956938
BSD100,2,glasner,100,20.90377541,28.926774268100004,41.22440773,4.90500651,115.25076469,528.0837695,20.8927826,28.96241409550001,41.50543248,4.59766276,114.85686250260001,529.4221419,0.578567001,0.86655446432,0.983641215,0.949859857,0.99065245816,0.999311006,-0.0485147,-0.0036516427500000006,0.035190833,-169.7370717,1.64683023694,48.58757722,-0.74393584,0.07004499887999999,1.422151389,5.029664212,5.029664212,5.029664212,5.021721536,5.021721536,5.021721536,-14.83339578,-14.83339578,-14.83339578,16.57734007,16.57734007,16.57734007,62.34739615,62.34739615,62.34739615,17.62166322,17.62166322,17.62166322
BSD100,2,nearest,100,20.09604921,27.100268082,36.08897354,16.00232205,162.76061360559999,636.0268359,20.07979161,27.105377627,36.20657389,15.57481771,163.0239057948,638.4122331,0.553374622,0.8302179577699996,0.975304061,0.940370278,0.98778816529,0.999004633,-0.050279294,-0.00472081208,0.035029692,-146.0077099,0.2950690001599999,44.05241771,-0.554876189,0.02079618007,0.423807272,5.029664212,5.029664212,5.029664212,5.020032529,5.020032529,5.020032529,-14.83339578,-14.83339578,-14.83339578,-7.474295455,-7.474295455,-7.474295455,62.34739615,62.34739615,62.34739615,27.7523106,27.7523106,27.7523106
BSD100,2,SRCNN,100,21.46066051,29.7214911263,41.75136568,4.344539931,97.88325607787999,464.5305816,21.45140207,29.769469244699994,42.07043464,4.036796875,97.38772226418003,465.5219401,0.629444501,0.8871262746399999,0.983238292,0.953836827,0.9920242960499998,0.999534689,-0.038464968,-0.0018237414599999995,0.034579857,-162.4134886,1.6224335971900004,53.15653495,-0.759743256,0.026836361619999995,0.786883054,5.029664212,5.029664212,5.029664212,5.057598201,5.057598201,5.057598201,-14.83339578,-14.83339578,-14.83339578,17.02762968,17.02762968,17.02762968,62.34739615,62.34739615,62.34739615,16.53383836,16.53383836,16.53383836
BSD100,2,ScSR,100,21.25331341,29.398957453300003,41.08670646,5.063020833,104.74078311513001,487.2468273,21.24232376,29.439028803999996,41.35879894,4.755546875,104.34480950944999,488.4813477,0.602643145,0.8780090176999998,0.983139993,0.952413197,0.9914973547199999,0.999463535,-0.047271717,-0.0036018862100000004,0.036608253,-173.9665146,2.1153048315599996,74.44156681,-0.628193419,0.04427420080999999,0.507491908,5.029664212,5.029664212,5.029664212,5.041602489,5.041602489,5.041602489,-14.83339578,-14.83339578,-14.83339578,20.98272406,20.98272406,20.98272406,62.34739615,62.34739615,62.34739615,41.63078292,41.63078292,41.63078292
BSD100,2,A+,100,18.5080066,23.258444501999996,34.64520258,22.31310981,363.24893133940003,916.8107574,18.42687797,23.1241860542,34.2649304,24.35495443,374.3351160824001,934.0982617,0.619962116,0.8769292277699999,0.972567425,0.954225067,0.9905451899799997,0.997807718,-0.036580951,-0.00244951734,0.031197113,-163.2558668,2.0061462335799995,66.4399139,-0.754413681,0.07138020574,1.51619118,5.029664212,5.029664212,5.029664212,5.090804693,5.090804693,5.090804693,-14.83339578,-14.83339578,-14.83339578,19.91770277,19.91770277,19.91770277,62.34739615,62.34739615,62.34739615,16.90060575,16.90060575,16.90060575
BSD100,2,SelfExSR,100,21.44457113,29.853988523299996,42.83826395,3.382625868,96.88189051525002,466.2547266,21.43711609,29.881228458799995,42.93506142,3.308066406,96.6487795598,467.0557813,0.630605085,0.8900052835600003,0.987028307,0.956426638,0.9923268319899999,0.999664648,-0.034652199,-0.00177704156,0.027705915,-154.720528,2.1463533506600005,65.07393034,-0.453414325,0.05910782357,0.996706,5.029664212,5.029664212,5.029664212,5.05462595,5.05462595,5.05462595,-14.83339578,-14.83339578,-14.83339578,19.9998292,19.9998292,19.9998292,62.34739615,62.34739615,62.34739615,55.42345634,55.42345634,55.42345634
BSD100,2,FSRCNN,100,21.617456,30.038621212400002,41.9258035,4.173496094,92.37522930021,448.0585417,21.60596297,30.0639174517,41.98618459,4.115872396,92.16204746359999,449.2458398,0.629263582,0.8929964556800001,0.986988751,0.952523057,0.9921316158799999,0.999561504,-0.036079064,0.00015368614999999985,0.047294245,-126.2430681,1.5776873119899997,50.93771165,-0.916220987,0.025475645619999997,1.573311173,5.029664212,5.029664212,5.029664212,5.267538385,5.267538385,5.267538385,-14.83339578,-14.83339578,-14.83339578,12.24798607,12.24798607,12.24798607,62.34739615,62.34739615,62.34739615,5.765451742,5.765451742,5.765451742
BSD100,3,bicubic,100,18.86231015,25.888320721500005,35.39478347,18.77595405,217.82660360619997,844.9856741,18.84321071,25.889466207999998,35.4606559,18.49331516,218.26751629059999,848.7099429,0.357632442,0.74314416492,0.968274826,0.916888381,0.9830178699199998,0.998692809,-0.075296506,-0.00787599144,0.049022206,,,,,,,5.034150341,5.034150341,5.034150341,5.089587096,5.089587096,5.089587096,,,,,,,,,,,,
BSD100,3,glasner,100,18.84296743,25.722959143400004,35.61135594,17.86260384,225.38098946330004,848.7574853,18.82800485,25.7430300248,35.73249485,17.37124221,225.0589622265,851.6867212,0.369106129,0.7428439871199999,0.967782862,0.915403498,0.9822065076300003,0.998649952,-0.06981769,-0.00534113112,0.04713849,,,,,,,5.034150341,5.034150341,5.034150341,5.120853937,5.120853937,5.120853937,,,,,,,,,,,,
BSD100,3,nearest,100,18.37892382,24.8536204985,33.30201461,30.4003721,266.6485590423,944.4695894,18.36322551,24.8662318359,33.47825139,29.19142004,266.94097410539996,947.8897131,0.357859772,0.7150361208000001,0.957671887,0.911027657,0.9801554662300002,0.998469143,-0.069571006,-0.00765023746,0.044411899,,,,,,,5.034150341,5.034150341,5.034150341,5.048515702,5.048515702,5.048515702,,,,,,,,,,,,
BSD100,3,SRCNN,100,19.31851202,26.825561793499997,38.23012906,9.773890187,181.66838289916996,760.7275744,19.30539104,26.864933831500004,38.43771098,9.317711578,180.96108469737996,763.0293744,0.416910696,0.7857370644400001,0.973789675,0.927236089,0.9855386435199999,0.998805086,-0.061734838,-0.00469556672,0.039877871,,,,,,,5.034150341,5.034150341,5.034150341,5.014285771,5.014285771,5.014285771,,,,,,,,,,,,
BSD100,3,ScSR,100,19.14821888,26.3757032953,36.41518691,14.84436656,197.0770341822,791.1493445,19.13244516,26.3990039609,36.57499586,14.30806075,196.8099166634,794.0280504,0.400674984,0.7707697530400002,0.97003824,0.921771508,0.9843695532,0.998772604,-0.066584325,-0.00561327852,0.044070954,,,,,,,5.034150341,5.034150341,5.034150341,5.097817175,5.097817175,5.097817175,,,,,,,,,,,,
BSD100,3,A+,100,16.66816978,21.189721092500005,32.35559555,37.80252466,576.2051795106,1400.436377,16.5876897,21.0643971702,32.0123447,40.91154595,592.8451538915,1426.630127,0.411743395,0.7716090431799999,0.949362576,0.919879087,0.9814558653600001,0.994791941,-0.060727011,-0.007071664000000001,0.036409662,,,,,,,5.034150341,5.034150341,5.034150341,5.101110519,5.101110519,5.101110519,,,,,,,,,,,,
BSD100,3,SelfExSR,100,19.30867436,26.9751671487,39.42237017,7.427511682,179.37213218141997,762.4527323,19.29562869,26.9920219065,39.48520226,7.320826843,179.30337642132997,764.7464888,0.424080086,0.7920250902400001,0.979033946,0.927116292,0.9859468047000003,0.999138471,-0.056969227,-0.004001872950000001,0.038101378,,,,,,,5.034150341,5.034150341,5.034150341,5.083341187,5.083341187,5.083341187,,,,,,,,,,,,
BSD100,3,FSRCNN,100,19.33437776,26.8970194576,38.05184219,10.18347828,179.72120454830002,757.9535393,19.32009459,26.925684030199996,38.10942066,10.04935748,179.2443094559,760.4504154,0.422182624,0.7883445591999998,0.972331981,0.9271903,0.9853963641,0.998747788,-0.059065003,-0.0020430974599999997,0.049439535,,,,,,,5.034150341,5.034150341,5.034150341,5.279290271,5.279290271,5.279290271,,,,,,,,,,,,
BSD100,4,bicubic,100,18.10063959,24.654074998299997,33.64208317,28.11072483,284.02077531960003,1006.969698,18.08202666,24.6578267475,33.73976493,27.48551432,284.6468823616,1011.294616,0.269633863,0.6656918788199998,0.956565263,0.900985657,0.9780609274900001,0.998355503,-0.084968908,-0.009498186099999998,0.054697225,,,,,,,5.029664212,5.029664212,5.029664212,5.127659969,5.127659969,5.127659969,,,,,,,,,,,,
BSD100,4,glasner,100,18.13518597,24.837135946500002,34.62680436,22.40783637,275.6222433863,998.9914323,18.12207295,24.863021344399996,34.73964201,21.83313802,275.1308039729,1002.012331,0.27835157,0.67479734059,0.962297817,0.902163868,0.9783512886599999,0.998349844,-0.079720942,-0.00720612491,0.049340398,,,,,,,5.029664212,5.029664212,5.029664212,5.110042978,5.110042978,5.110042978,,,,,,,,,,,,
BSD100,4,nearest,100,17.63547503,23.727760214199996,31.66455432,44.32256944,341.6042139476,1120.812222,17.62057304,23.7426871721,31.85924879,42.37946615,341.99972636900003,1124.664681,0.267288076,0.63313257357,0.941125648,0.89377915,0.97462416601,0.998066773,-0.0809262,-0.00995638425,0.049531513,,,,,,,5.029664212,5.029664212,5.029664212,5.060643163,5.060643163,5.060643163,,,,,,,,,,,,
BSD100,4,SRCNN,100,18.41354219,25.345340110799995,35.89871822,16.71893229,247.546144011,936.9709831,18.40160172,25.382187182500004,36.04065323,16.18136068,246.6805140621,939.5506315,0.30644002,0.70342617491,0.964468619,0.909111634,0.98062955559,0.998451861,-0.077011409,-0.006791585050000001,0.046033071,,,,,,,5.029664212,5.029664212,5.029664212,5.037412114,5.037412114,5.037412114,,,,,,,,,,,,
BSD100,4,A+,100,15.44327033,19.8577112515,30.78178467,54.31276259,776.1408827318999,1856.749551,15.36243573,19.731843097100004,30.44793254,58.65257813,798.7624584053,1891.632591,0.305764254,0.6878239771199999,0.929839959,0.894901966,0.9723818281,0.990381492,-0.07669696,-0.011485875400000003,0.037604202,,,,,,,5.029664212,5.029664212,5.029664212,5.122780974,5.122780974,5.122780974,,,,,,,,,,,,
BSD100,4,ScSR,100,18.37413979,25.258384342,35.49789886,18.33540365,252.69311473649998,945.5105556,18.36115377,25.295001906400003,35.66080216,17.66038411,251.91179895669995,948.3419987,0.30260387,0.69978300013,0.962683227,0.906751741,0.9802228791,0.998452547,-0.078229619,-0.006990744470000001,0.050633309,,,,,,,5.029664212,5.029664212,5.029664212,5.132548132,5.132548132,5.132548132,,,,,,,,,,,,
BSD100,4,SelfExSR,100,18.41429659,25.533969590599998,36.71394725,13.85752387,242.29467543249996,936.80824,18.40016328,25.546804492799996,36.75567596,13.72501302,242.39644869909998,939.861875,0.318338278,0.71484598206,0.970475352,0.909952978,0.9811513114499999,0.998510157,-0.070224956,-0.0056371662999999995,0.044801868,,,,,,,5.029664212,5.029664212,5.029664212,5.094510766,5.094510766,5.094510766,,,,,,,,,,,,
