ssim,mse,psnr,brisque
0.6958039315535378,49.10319022787769,-16.91109709095565,43.7380149178866
0.6988417639653933,47.1292576155167,-16.73290598766131,41.729425887673386
0.6908203466410684,87.69505606957348,-19.42975110102352,47.27906439092564
0.5477027624574596,203.20827295446463,-23.079413848389265,46.94858146794067
0.6654704132119689,85.69331120580433,-19.32946924376196,44.50293471310496
0.5800388071647253,124.633947913152,-20.95636351980151,21.464459771308015
0.27785773004317416,394.4606309930302,-25.960036650975972,43.81265314713332
0.40860832012264364,354.9886936403038,-25.502145210330607,44.23740307684656
0.7029050026867394,59.37516324976569,-17.736048167108166,45.37468984467952
0.5184467482898225,344.5847564512646,-25.372960614592866,55.173972523128754
0.5169413234702068,141.85609194170434,-21.518479911001922,44.30820415969251
0.5367251247001902,141.1411570203027,-21.496536732899337,50.91773181126504
0.5870851932482581,179.77916996730207,-22.547393709772155,39.82649630666285
0.3323767238819149,226.01040396094535,-23.541284315316013,55.78367558613351
0.6522795908980831,47.50998755278736,-16.7678491663776,39.65477810367085
0.5880435159274323,82.7844882057774,-19.179489682131255,49.30510706431923
0.5819725980230094,135.35214132513548,-21.31465130873677,38.62125629557838
0.6205422745976832,329.7131156663617,-25.18136223297942,49.89745396503096
0.6592635508804964,135.52538248432282,-21.320206416349517,43.06182353041592
0.5495245585351707,263.4087104463547,-24.20630132190834,47.06097247416196
0.5749778238156177,247.56892517817906,-23.936961311776763,51.75844189389667
0.5933379992696668,161.55144801768395,-22.083108550387234,49.164126715539936
0.4966254657937188,319.1595937354357,-25.04007903579356,43.41485501169697
0.546579697883996,436.40207873587366,-26.39886810617883,39.794343900167036
0.5774814425745167,394.68506507703506,-25.96250692959113,44.21079940661636
0.39562161677147684,602.2363717545096,-27.7976698095966,44.00869739850961
0.4538311729027148,96.28799241245333,-19.835721318373444,49.41522454721175
0.3406257623650748,2065.007469837545,-33.14921626986782,55.651135736027044
0.3152442897937714,236.7334309706607,-23.742595923645364,41.2292682877231
0.48755786668445694,366.5378095483673,-25.641187801538933,48.96927892850019
0.49455197842701026,175.0516470433976,-22.43166201353516,50.059019515589824
0.6823958975848315,89.73675223936625,-19.529703474564084,43.42081501669483
0.39215048333770275,93.09357823457823,-19.6891972358631,49.899417692493756
0.5488853114871416,145.03451097928533,-21.61471354955924,32.39789863664859
0.5066495837356381,307.7297763660791,-24.881695212257288,46.46012917611094
0.42449424165669086,345.98352572903565,-25.39055420020209,49.93501201419096
0.5492454336053576,250.53202732828098,-23.98863252769499,40.71665178789837
0.5946118214789736,13.344510096526223,-11.25302634603051,49.662379824697695
0.6308954693511001,78.33115615717772,-18.939345367172134,48.3782866912579
0.6621526719387719,142.25204427926982,-21.530585162820614,43.82986678048118
0.5321001426304431,257.55643596500374,-24.108724067468394,44.73620078141661
0.5819707214579063,103.49591767751846,-20.149232196954237,35.69339052149459
0.6557906969392473,73.25556785461072,-18.64840639219139,49.47361834597811
0.6498864469379967,42.51426080898065,-16.285346324453435,54.636083630456
0.20983187779120133,301.5998690943679,-24.794311486977165,47.30991864794791
0.4281033240095582,945.5996575121455,-29.757073062395783,52.931137727566096
0.5827293810894036,305.9918790595069,-24.857099005781656,45.106807667696756
0.4110027323891832,399.55997364667365,-26.01581975812596,38.017949506390636
0.5337264136069825,655.0687794065263,-28.162869014399206,38.950152061939406
0.48434985397823427,202.3447832057608,-23.060920120181372,48.26653569270658
0.4924731054006209,248.67803294791813,-23.95637423424912,36.19775323357655
0.49537623406224063,143.1376995909464,-21.557540332566706,37.33728802854918
0.5793095721019847,143.33774372443267,-21.56360563969571,32.7967641882619
0.49053873586992547,406.55100622764115,-26.09115040295554,44.970542539325805
0.37220511099870507,82.0216787091307,-19.139286535963265,42.108731968214755
0.5226842034108701,202.81366275992892,-23.070972083603934,48.47078035929903
0.39212184626297125,22.706566099004615,-13.561514610795296,55.45989280571561
0.5688629193174707,219.31933071218455,-23.41076911894789,50.06685463550636
0.5271137830418098,335.9425087809657,-25.262649611532044,46.7343593565698
0.49845902445676216,603.5863619423391,-27.807394183134594,46.72321096432913
0.42115498044549193,541.8427687341994,-27.338732817827736,44.49289382236495
0.4230735031812616,62.444957720320154,-17.954973758942902,57.20185250218262
0.5346525120584977,70.06556595503459,-18.455046343739475,42.95301378188785
0.557362018079289,97.8179579393964,-19.90418592190959,51.536821476295785
0.5322041833582803,135.17412442335694,-21.308935651584363,47.43237074095654
0.5129867238010632,47.9089452096941,-16.804166092916216,49.480149196036194
0.5717024371942075,227.28167737177918,-23.565644258830403,42.89064330852213
0.3845049763629271,251.3543539841866,-24.0028641251985,46.29814568714127
0.45477551135222083,671.881664272103,-28.27292789305089,48.78597078352843
0.6964232810114489,191.12866621162266,-22.813258290950987,50.27014665262911
0.5865269026970638,113.035434205016,-20.532146069118596,47.658900731409716
0.5048074658557065,438.1529287465326,-26.416257189944417,43.889262100631385
0.4636850699326294,433.68275720471996,-26.371721553751687,48.951620873217934
0.45602727249156944,127.1374336000317,-21.042734405017537,47.59647675874382
0.4282614051610111,365.0354651425733,-25.62335060531781,46.818992174568706
0.4040269525771183,441.5423608215087,-26.449723753847316,47.97842622415007
0.5749675939204555,35.64341517126824,-15.519793092531202,59.79409530191808
0.6380209899176673,122.36277054549994,-20.876493017467745,51.193997543601625
0.47900759738382115,434.4154163254571,-26.379052288880587,46.25052906633093
0.6355927291428182,126.02279483230514,-21.004491068200437,47.04212480428143
0.4578579631481059,378.0830291850479,-25.77587183851034,52.21256733352547
0.5842468390842529,296.07553755073826,-24.71402526451771,32.13335004663347
0.5986875184794296,239.7664698929719,-23.797884491605835,48.16769043348856
0.5393383650508121,327.7359991514041,-25.15524147742246,50.700842058175084
0.42755219111306675,367.7486551589575,-25.65551093206198,53.77128367544614
0.6409608204838362,89.76983097633466,-19.531304074702415,33.391792680188104
0.4965163615198965,532.3338625176568,-27.261840931440254,43.19483625289294
0.6637295403341215,184.91710589257974,-22.66977087747234,37.44400441823606
0.7182915521223889,141.7280466206115,-21.514558014633167,44.86453643339675
0.3345519396811834,248.13052327209962,-23.94680191411563,48.441571688332346
0.5004841809299532,254.65686601519062,-24.05955390044148,47.48871746852146
0.6099539662257863,285.3440872968501,-24.553688778278342,56.651599504386326
0.3926889939212529,58.11813100861582,-17.64311639595424,47.65970588265142
0.6018291931649865,91.70682330055205,-19.62401649863421,45.11153499851068
0.4561833328364017,308.0885177356656,-24.886755127376993,49.20292330486947
0.39087937914475146,93.25100407563356,-19.69653516750531,41.833956326153356
0.6044724306188759,533.5258666084723,-27.271554799048218,39.383762464288765
0.41242829196354874,128.65260910073823,-21.094185982149494,39.40653655119226
0.5864396440082882,343.6073949569481,-25.360625019416176,44.5796281470094
0.5254232798086196,402.2429973889411,-26.044884922444954,43.65041139232832
